Disease	Disease_id	Therapeutic_area	Therapeutic_area_id	
Chronic mesenteric ischemia	C0311262	Intestinal Diseases	C0021831	
Acute vascular insufficiency of intestine (disorder)	C0001363	Intestinal Diseases	C0021831	
Whipple Disease	C0023788	Intestinal Diseases	C0021831	
Postgastrectomy Syndromes	C0032763	Intestinal Diseases	C0021831	
Intestinal Obstruction	C0021843	Intestinal Diseases	C0021831	
Diverticulitis	C0012813	Intestinal Diseases	C0021831	
Colonic Diseases	C0009373	Intestinal Diseases	C0021831	
Intestinal Neoplasms	C0021841	Intestinal Diseases	C0021831	
Duodenal Diseases	C0013289	Intestinal Diseases	C0021831	
Peutz Jeghers polyp	C0456487	Intestinal Diseases	C0021831	
Intestinal Perforation	C0021845	Intestinal Diseases	C0021831	
Cryptosporidiosis	C0010418	Intestinal Diseases	C0021831	
Cecal Diseases	C0007527	Intestinal Diseases	C0021831	
Multiple gastrointestinal atresias (disorder)	C0220744	Intestinal Diseases	C0021831	
Neurogenic Bowel	C0695242	Intestinal Diseases	C0021831	
Adenomatous Polyposis Coli	C0032580	Intestinal Diseases	C0021831	
Inflammatory Bowel Diseases	C0021390	Intestinal Diseases	C0021831	
Infection by Schistosoma intercalatum	C0276932	Intestinal Diseases	C0021831	
Inguinal Hernia, Indirect	C0019296	Intestinal Diseases	C0021831	
Congenital exomphalos	C1306503	Intestinal Diseases	C0021831	
Sitosterolemia	C0342907	Intestinal Diseases	C0021831	
Enterokinase Deficiency	C0268416	Intestinal Diseases	C0021831	
Intestinal infectious disease (disorder)	C0178238	Intestinal Diseases	C0021831	
Intestinal Cancer	C0346627	Intestinal Diseases	C0021831	
Intestinal Atresia	C0021828	Intestinal Diseases	C0021831	
Short Bowel Syndrome	C0036992	Intestinal Diseases	C0021831	
Blind Loop Syndrome	C0005750	Intestinal Diseases	C0021831	
Sprue, Tropical	C0038054	Intestinal Diseases	C0021831	
Protein-Losing Enteropathies	C0033680	Intestinal Diseases	C0021831	
Angiodysplasia of intestine	C0267367	Intestinal Diseases	C0021831	
Endometriosis of intestine	C0156347	Intestinal Diseases	C0021831	
Rectal Diseases	C0034882	Intestinal Diseases	C0021831	
Mucocele of appendix	C0026684	Intestinal Diseases	C0021831	
Pneumatosis Cystoides Intestinalis	C0032266	Intestinal Diseases	C0021831	
Tuberculosis of intestines and mesenteric glands	C0152724	Intestinal Diseases	C0021831	
Anhidrosis	C0003028	Hypohidrosis	C0020620	
Neurosyphilis	C0027927	Encephalopathies	C0085584	
Larva Migrans, Visceral	C0023049	Encephalopathies	C0085584	
Encephalitis	C0014038	Encephalopathies	C0085584	
Intracranial Hypertension	C0151740	Encephalopathies	C0085584	
Pallidopontonigral degeneration	C0520716	Encephalopathies	C0085584	
Infection by Heterophyes heterophyes	C0152071	Encephalopathies	C0085584	
Basal Ganglia Diseases	C0004782	Encephalopathies	C0085584	
Prion Diseases	C0162534	Encephalopathies	C0085584	
Migraine Disorders	C0149931	Encephalopathies	C0085584	
Movement Disorders	C0026650	Encephalopathies	C0085584	
Brain Edema	C1527311	Encephalopathies	C0085584	
Intracranial Hypotension	C0524812	Encephalopathies	C0085584	
Thalamic Diseases	C0039726	Encephalopathies	C0085584	
Akinetic Mutism	C0001889	Encephalopathies	C0085584	
Cerebritis	C0742115	Encephalopathies	C0085584	
Cerebellar Diseases	C0007760	Encephalopathies	C0085584	
Central Nervous System Origin Vertigo	C0155503	Encephalopathies	C0085584	
Wernicke Encephalopathy	C0043121	Encephalopathies	C0085584	
Kernicterus	C0022610	Encephalopathies	C0085584	
Encephalitis, West Nile Fever	C0751583	Encephalopathies	C0085584	
Encephalomalacia	C0014068	Encephalopathies	C0085584	
Cerebral Palsy	C0007789	Encephalopathies	C0085584	
Epilepsy	C0014544	Encephalopathies	C0085584	
Hypoglycemic coma	C0020617	Encephalopathies	C0085584	
Echinococcus granulosus infection	C0152068	Encephalopathies	C0085584	
Degenerative brain disorder	C0154671	Encephalopathies	C0085584	
Neuroschistosomiasis	C0752191	Encephalopathies	C0085584	
Hepatic Encephalopathy	C0019151	Encephalopathies	C0085584	
Adult Malignant Brain Neoplasm	C1334557	Encephalopathies	C0085584	
Pseudobulbar Palsy	C0033790	Encephalopathies	C0085584	
Lymphocytic Choriomeningitis	C0024266	Encephalopathies	C0085584	
Echinococcus multilocularis infection	C0152069	Encephalopathies	C0085584	
Compression of brain	C0009592	Encephalopathies	C0085584	
Japanese Encephalitis	C0014057	Encephalopathies	C0085584	
Encephalomyelitis, Western Equine	C0153064	Encephalopathies	C0085584	
Murray valley encephalitis	C0153066	Encephalopathies	C0085584	
Encephalomyelitis, Eastern Equine	C0153065	Encephalopathies	C0085584	
Paragonimiasis	C0030424	Encephalopathies	C0085584	
Sparganosis	C0037753	Encephalopathies	C0085584	
ENCEPHALOPATHY, NEONATAL SEVERE, DUE TO MECP2 MUTATIONS	C1968556	Encephalopathies	C0085584	
Encephaloclastic Porencephaly	C3698507	Encephalopathies	C0085584	
Encephalitis, California	C0014053	Encephalopathies	C0085584	
Kearns-Sayre syndrome	C0022541	Chronic progressive external ophthalmoplegia	C0162674	
Waardenburg Syndrome Type 1	C1847800	Waardenburg Syndrome	C3266898	
Hereditary peripheral neuropathy	C0392553	Charcot-Marie-Tooth Disease	C0007959	
Epidermolysis bullosa simplex with mottled pigmentation	C0432316	Epidermolysis Bullosa Simplex	C0079298	
Muscular Dystrophy	C0026850	Myopathy	C0026848	
Myopathy of extraocular muscles	C0155286	Myopathy	C0026848	
Muscular Atrophy	C0026846	Myopathy	C0026848	
Mitochondrial Myopathies	C0162670	Myopathy	C0026848	
Myositis	C0027121	Myopathy	C0026848	
Myofascial Pain Syndromes	C0027073	Myopathy	C0026848	
Scapuloperoneal Syndrome, Neurogenic, Kaeser Type	C1867005	Myopathy	C0026848	
NONAKA MYOPATHY	C1853926	Myopathy	C0026848	
Amyloidosis	C0002726	Metabolic Diseases	C0025517	
Pneumonia, Bacterial	C0004626	Pneumonia	C0032285	
Eosinophilic Pneumonia	C1527407	Pneumonia	C0032285	
Unspecified respiratory conditions due to fumes and vapors	C0041881	Pneumonia	C0032285	
Aspiration Pneumonia	C0032290	Pneumonia	C0032285	
Hamman-Rich syndrome	C0085786	Pneumonia	C0032285	
Pleuropneumonia	C0032241	Pneumonia	C0032285	
Bronchopneumonia	C0006285	Pneumonia	C0032285	
Cytochrome-c Oxidase Deficiency	C0268237	Mitochondrial Diseases	C0751651	
Finnish lethal neonatal metabolic syndrome	C1864002	Mitochondrial Diseases	C0751651	
Sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	C1843851	Mitochondrial Diseases	C0751651	
Neuropathy ataxia and retinis pigmentosa	C1328349	Mitochondrial Diseases	C0751651	
Isolated ATP synthase deficiency	C4757950	Mitochondrial Diseases	C0751651	
Ethylmalonic encephalopathy	C1865349	Mitochondrial Diseases	C0751651	
MITOCHONDRIAL COMPLEX I DEFICIENCY	C1838979	Mitochondrial Diseases	C0751651	
Normocytic anemia	C0085577	Anemia	C0002871	
Anemia, Neonatal	C0002891	Anemia	C0002871	
Iron-Refractory Iron Deficiency Anemia	C0085576	Anemia	C0002871	
Hypochromic anemia	C0002884	Anemia	C0002871	
Aplastic Anemia	C0002874	Anemia	C0002871	
Pancytopenia	C0030312	Anemia	C0002871	
Deficiency anemias	C0041782	Anemia	C0002871	
Anemia, Macrocytic	C0002886	Anemia	C0002871	
Leigh Disease	C0023264	Cytochrome-c Oxidase Deficiency	C0268237	
Leigh syndrome , French Canadian type	C1857355	Cytochrome-c Oxidase Deficiency	C0268237	
Isolated cytochrome C oxidase deficiency	C5779825	Cytochrome-c Oxidase Deficiency	C0268237	
MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 23	C5830322	Cytochrome-c Oxidase Deficiency	C0268237	
Fatal infantile cytochrome C oxidase deficiency	C4273730	Cytochrome-c Oxidase Deficiency	C0268237	
Cardiomyopathy, Hypertrophic, Familial	C0949658	Hypertrophic Cardiomyopathy	C0007194	
Mitochondrial Encephalomyopathies	C0162666	Mitochondrial Myopathies	C0162670	
Chronic progressive external ophthalmoplegia	C0162674	Mitochondrial Myopathies	C0162670	
Kidney Failure, Chronic	C0022661	Kidney Failure	C0035078	
Uremia	C0041948	Kidney Failure	C0035078	
Arbovirus encephalitis	C0014055	Encephalitis	C0014038	
Encephalitis Lethargica	C0014040	Encephalitis	C0014038	
Acute Hemorrhagic Encephalitis	C1332149	Encephalitis	C0014038	
Encephalitis, Acute Necrotizing	C0338418	Encephalitis	C0014038	
Post-Vaccinal Encephalitis	C0751101	Encephalitis	C0014038	
Syphilitic encephalitis	C0153168	Encephalitis	C0014038	
Alexander Disease	C0270726	Leukodystrophy	C0023520	
Canavan Disease	C0206307	Leukodystrophy	C0023520	
CADASIL Syndrome	C0751587	Leukodystrophy	C0023520	
Adrenoleukodystrophy	C0162309	Leukodystrophy	C0023520	
MEGALENCEPHALIC LEUKOENCEPHALOPATHY WITH SUBCORTICAL CYSTS	C1858854	Leukodystrophy	C0023520	
Adult onset autosomal dominant leukodystrophy	C3164344	Leukodystrophy	C0023520	
MELAS Syndrome	C0162671	Mitochondrial Encephalomyopathies	C0162666	
MERRF Syndrome	C0162672	Mitochondrial Encephalomyopathies	C0162666	
Meningitis	C0025289	CNS disorder	C0007682	
Encephalopathies	C0085584	CNS disorder	C0007682	
Neuronitis	C0027881	CNS disorder	C0007682	
Encephalomyelitis	C0014070	CNS disorder	C0007682	
Paraplegia	C0030486	CNS disorder	C0007682	
Malignant neoplasm of central nervous system	C0348374	CNS disorder	C0007682	
High Pressure Neurological Syndrome	C0019537	CNS disorder	C0007682	
Demyelinating Diseases	C0011303	CNS disorder	C0007682	
Spinal Cord Diseases	C0037928	CNS disorder	C0007682	
Intracranial Tuberculoma	C0085388	CNS disorder	C0007682	
Degenerative disorder	C1285162	CNS disorder	C0007682	
Quadriplegia	C0034372	CNS disorder	C0007682	
Empyema, Subdural	C0038539	CNS disorder	C0007682	
Epidural Abscess	C0270629	CNS disorder	C0007682	
Hemiplegia, Infantile	C0392550	CNS disorder	C0007682	
Meningoencephalitis	C0025309	CNS disorder	C0007682	
Intracranial abscess	C0021874	CNS disorder	C0007682	
Restless Legs Syndrome	C0035258	CNS disorder	C0007682	
Cardiomyopathy in other diseases classified elsewhere	C0155699	Cardiomyopathies	C0878544	
Alagille Syndrome	C0085280	Liver diseases	C0023895	
Inflammatory pseudotumor of liver	C1333967	Liver diseases	C0023895	
Liver and Intrahepatic Bile Duct Neoplasm	C1333976	Liver diseases	C0023895	
Hepatopulmonary Syndrome	C0600452	Liver diseases	C0023895	
Liver Cirrhosis	C0023890	Liver diseases	C0023895	
Tuberculosis, Hepatic	C0041313	Liver diseases	C0023895	
Resectable Malignant Liver Neoplasm	C0854795	Liver diseases	C0023895	
Vascular disorder of liver	C0400923	Liver diseases	C0023895	
Chronic Persistent Hepatitis	C0149519	Liver diseases	C0023895	
Ornithine carbamoyltransferase deficiency	C0268542	Urea Cycle Disorders, Inborn	C0154246	
Citrullinemia	C0175683	Urea Cycle Disorders, Inborn	C0154246	
Hyperargininemia	C0268548	Urea Cycle Disorders, Inborn	C0154246	
Carbamoyl-Phosphate Synthase I Deficiency Disease	C0751753	Urea Cycle Disorders, Inborn	C0154246	
Common Migraine	C0338480	Migraine Disorders	C0149931	
Migraine with Aura	C0154723	Migraine Disorders	C0149931	
Nesidioblastosis	C0027773	Hypoglycemia	C0020615	
Amino Acid Metabolism, Inborn Errors	C0002514	Inborn Errors of Metabolism	C0025521	
Peroxisomal Disorders	C0282528	Inborn Errors of Metabolism	C0025521	
Metal Metabolism, Inborn Errors	C0025534	Inborn Errors of Metabolism	C0025521	
Mitochondrial Diseases	C0751651	Inborn Errors of Metabolism	C0025521	
Other disorders of purine and pyrimidine metabolism	C0029595	Inborn Errors of Metabolism	C0025521	
Lysosomal Storage Diseases	C0085078	Inborn Errors of Metabolism	C0025521	
Lipid Metabolism, Inborn Errors	C0023772	Inborn Errors of Metabolism	C0025521	
Carbohydrate Metabolism, Inborn Errors	C0007001	Inborn Errors of Metabolism	C0025521	
Hyperbilirubinemia, Hereditary	C0020435	Inborn Errors of Metabolism	C0025521	
Other disorders of plasma protein metabolism	C0029594	Inborn Errors of Metabolism	C0025521	
Disorders of Porphyrin Metabolism	C0032708	Inborn Errors of Metabolism	C0025521	
D-glycericacidemia	C1291386	Inborn Errors of Metabolism	C0025521	
HEM dysplasia	C2931048	Inborn Errors of Metabolism	C0025521	
Cerebellar Ataxia and Hypogonadotropic Hypogonadism	C1859305	Inborn Errors of Metabolism	C0025521	
Sulfocysteinuria	C2931746	Inborn Errors of Metabolism	C0025521	
Phosphoribosylpyrophosphate Synthetase Superactivity	C1970827	Inborn Errors of Metabolism	C0025521	
Deficiency of aromatic-L-amino-acid decarboxylase	C1291564	Inborn Errors of Metabolism	C0025521	
Glycerol kinase deficiency, isolated	C0574108	Inborn Errors of Metabolism	C0025521	
Glutaric Aciduria IIC	C1856405	Inborn Errors of Metabolism	C0025521	
Periodontosis	C0600298	Tooth Diseases	C0040435	
Dentinogenesis Imperfecta	C0011436	Tooth Diseases	C0040435	
Other specified diseases of hard tissues of teeth	C0029770	Tooth Diseases	C0040435	
Dental Fluorosis, Acquired	C0026618	Tooth Diseases	C0040435	
Failure of Tooth Eruption, Primary	C1852222	Tooth Diseases	C0040435	
Developmental absence of tooth	C0399352	Tooth Diseases	C0040435	
Unverricht-Lundborg Syndrome	C0751785	Myoclonic Epilepsies, Progressive	C0751778	
Lafora Disease	C0751783	Myoclonic Epilepsies, Progressive	C0751778	
Progressive myoclonic epilepsy type 7	C4015420	Myoclonic Epilepsies, Progressive	C0751778	
EPILEPSY, PROGRESSIVE MYOCLONIC 3	C2673257	Myoclonic Epilepsies, Progressive	C0751778	
Action Myoclonus-Renal Failure Syndrome	C0751779	Myoclonic Epilepsies, Progressive	C0751778	
Tuberculosis, Renal	C0041328	Kidney Diseases	C0022658	
Hypertrophy of kidney	C0156259	Kidney Diseases	C0022658	
Orthostatic proteinuria	C0232867	Kidney Diseases	C0022658	
Diabetes Insipidus	C0011848	Kidney Diseases	C0022658	
Infection of kidney	C0021313	Kidney Diseases	C0022658	
Calculus of kidney and ureter	C0156257	Kidney Diseases	C0022658	
Renal Tubular Transport, Inborn Errors	C0035091	Kidney Diseases	C0022658	
Stricture or kinking of ureter	C0156261	Kidney Diseases	C0022658	
Anuria	C0003460	Kidney Diseases	C0022658	
Perinephritis	C0031065	Kidney Diseases	C0022658	
Kidney Papillary Necrosis	C0022667	Kidney Diseases	C0022658	
Cystic kidney	C0022679	Kidney Diseases	C0022658	
Pyelitis	C0034183	Kidney Diseases	C0022658	
Malignant neoplasm of kidney	C0740457	Kidney Diseases	C0022658	
Renal Osteodystrophy	C0035086	Kidney Diseases	C0022658	
Nephronophthisis	C0687120	Kidney Diseases	C0022658	
Nephrocalcinosis	C0027709	Kidney Diseases	C0022658	
Hemolytic-Uremic Syndrome	C0019061	Kidney Diseases	C0022658	
Hyperparathyroidism due to renal insufficiency	C0271847	Kidney Diseases	C0022658	
Nephritis	C0027697	Kidney Diseases	C0022658	
Kidney Failure	C0035078	Kidney Diseases	C0022658	
Renal hypertension	C0020544	Kidney Diseases	C0022658	
Obstructive nephropathy	C0149939	Kidney Diseases	C0022658	
Miller Fisher Syndrome	C0393799	Guillain-Barre Syndrome	C0018378	
Muscular Disorders, Atrophic	C0752352	Neuromuscular Diseases	C0027868	
Neuromuscular Junction Diseases	C0751950	Neuromuscular Diseases	C0027868	
Charcot-Marie-Tooth Disease	C0007959	Neuromuscular Diseases	C0027868	
Paramyotonia Congenita (disorder)	C0221055	Neuromuscular Diseases	C0027868	
Eosinophilic gastroenteritis	C1262481	Gastroenteritis	C0017160	
Campylobacter infection	C0006818	Gastroenteritis	C0017160	
Diabetes Mellitus, Insulin-Dependent	C0011854	Diabetes Mellitus	C0011849	
Diabetes Mellitus, Non-Insulin-Dependent	C0011860	Diabetes Mellitus	C0011849	
Neonatal diabetes mellitus	C0158981	Diabetes Mellitus	C0011849	
Gestational Diabetes	C0085207	Diabetes Mellitus	C0011849	
Liver Cirrhosis, Alcoholic	C0023891	Liver Cirrhosis	C0023890	
Biliary cirrhosis	C0023892	Liver Cirrhosis	C0023890	
Palsy of glossopharyngeal nerve	C5231192	Cranial nerve palsies	C0151311	
Abducens Nerve Diseases	C0271355	Cranial nerve palsies	C0151311	
Polycythemia	C0032461	Bone Marrow Diseases	C0005956	
Myeloproliferative disease	C0027022	Bone Marrow Diseases	C0005956	
Varicose veins of pelvis	C0155795	Varicosity	C0042345	
Heart Aneurysm	C0018789	Heart Diseases	C0018799	
Congestive heart failure	C0018802	Heart Diseases	C0018799	
Heart Valve Prolapse	C0079485	Heart Diseases	C0018799	
Hypertensive heart disease	C0152105	Heart Diseases	C0018799	
Other heart block	C0029630	Heart Diseases	C0018799	
Cardiomyopathies	C0878544	Heart Diseases	C0018799	
Communicating Hydrocephalus	C0009451	Hydrocephalus	C0020255	
Obstructive Hydrocephalus	C0549423	Hydrocephalus	C0020255	
Kuru	C0022802	Prion Diseases	C0162534	
Encephalopathy, Bovine Spongiform	C0085209	Prion Diseases	C0162534	
Scrapie	C0036457	Prion Diseases	C0162534	
Gerstmann-Straussler-Scheinker Disease	C0017495	Prion Diseases	C0162534	
Wasting Disease, Chronic	C1135993	Prion Diseases	C0162534	
Creutzfeldt-Jakob disease	C0022336	Prion Diseases	C0162534	
Fatal Familial Insomnia	C0206042	Prion Diseases	C0162534	
Nystagmus	C0028738	Ocular Motility Disorders	C0028850	
Total ophthalmoplegia	C0155338	Ocular Motility Disorders	C0028850	
Tolosa-Hunt Syndrome	C0040381	Ocular Motility Disorders	C0028850	
Balkan Nephropathy	C0004698	Nephritis, Interstitial	C0027707	
Pulmonary Hypertension	C0020542	Hypertensive disease	C0020538	
Secondary hypertension	C0155616	Hypertensive disease	C0020538	
Essential Hypertension	C0085580	Hypertensive disease	C0020538	
Malignant Hypertension	C0020540	Hypertensive disease	C0020538	
Cardiac Tamponade	C0007177	Pericardial effusion	C0031039	
Hemopericardium	C0019064	Pericardial effusion	C0031039	
Anaerobic meningitis	C0375197	Meningitis, Bacterial	C0085437	
Streptococcal meningitis	C0154639	Meningitis, Bacterial	C0085437	
Meningitis, Listeria	C0025293	Meningitis, Bacterial	C0085437	
Syphilitic aseptic meningitis	C0153166	Meningitis, Bacterial	C0085437	
Fundus Albipunctatus	C0311338	Retinal Dystrophies	C0854723	
Dystrophies primarily involving Bruch's membrane	C0154866	Retinal Dystrophies	C0854723	
Vitreoretinal dystrophy	C0154863	Retinal Dystrophies	C0854723	
Dystrophies primarily involving the retinal pigment epithelium	C0154865	Retinal Dystrophies	C0854723	
retinal dystrophy in systemic or cerebroretinal lipidoses	C0154861	Retinal Dystrophies	C0854723	
Hereditary retinal dystrophy	C0154860	Retinal Dystrophies	C0854723	
Influenza in Birds	C0016627	Influenza	C0021400	
Other specified strabismus	C0029831	Hyperopia	C0020490	
Myopia, Degenerative	C0154778	Myopia	C0027092	
Irregular astigmatism	C0152194	Astigmatism	C0004106	
Regular astigmatism	C0152193	Astigmatism	C0004106	
Spinal Cord Ischemia	C0752130	Cardiovascular Diseases	C0007222	
