radboudid,guid,label
MONDO_0036484,http://purl.obolibrary.org/obo/MONDO_0036484,"Charcot-Marie-Tooth disease, dominant intermediate G"
EFO_0000736,http://www.ebi.ac.uk/efo/EFO_0000736,well-differentiated liposarcoma
MONDO_0011853,http://purl.obolibrary.org/obo/MONDO_0011853,"Camptosynpolydactyly, complex"
MONDO_0020852,http://purl.obolibrary.org/obo/MONDO_0020852,spermatogenic failure 31
MONDO_0032908,http://purl.obolibrary.org/obo/MONDO_0032908,CEBALID syndrome
MONDO_0054794,http://purl.obolibrary.org/obo/MONDO_0054794,"hydrocephalus, congenital, 3, with brain anomalies"
HP_0002136,http://purl.obolibrary.org/obo/HP_0002136,Broad-based gait
HP_0009020,http://purl.obolibrary.org/obo/HP_0009020,Exercise-induced muscle fatigue
HP_0025116,http://purl.obolibrary.org/obo/HP_0025116,Fetal distress
MONDO_0014834,http://purl.obolibrary.org/obo/MONDO_0014834,"obsolete dyskinesia, limb and orofacial, infantile-onset"
EFO_0002756,http://www.ebi.ac.uk/efo/EFO_0002756,fasting
MONDO_0001369,http://purl.obolibrary.org/obo/MONDO_0001369,chronic laryngitis
MONDO_0008452,http://purl.obolibrary.org/obo/MONDO_0008452,"spinal muscular atrophy, facioscapulohumeral type"
MONDO_0008560,http://purl.obolibrary.org/obo/MONDO_0008560,thrombophilia due to activated protein C resistance
HP_0001336,http://purl.obolibrary.org/obo/HP_0001336,Myoclonus
HP_0002243,http://purl.obolibrary.org/obo/HP_0002243,Protein-losing enteropathy
MONDO_0020723,http://purl.obolibrary.org/obo/MONDO_0020723,"vitamin D-dependent rickets, type 1A"
HP_0001010,http://purl.obolibrary.org/obo/HP_0001010,Hypopigmentation of the skin
MONDO_0020850,http://purl.obolibrary.org/obo/MONDO_0020850,"intellectual disability, autosomal recessive 65"
HP_0000175,http://purl.obolibrary.org/obo/HP_0000175,Cleft palate
HP_0000771,http://purl.obolibrary.org/obo/HP_0000771,Gynecomastia
HP_0012603,http://purl.obolibrary.org/obo/HP_0012603,Abnormal urine sodium concentration
MONDO_0003219,http://purl.obolibrary.org/obo/MONDO_0003219,gastroesophageal junction adenocarcinoma
MONDO_0023297,http://purl.obolibrary.org/obo/MONDO_0023297,guttate psoriasis
EFO_0003085,http://www.ebi.ac.uk/efo/EFO_0003085,dedifferentiated liposarcoma
HP_0012098,http://purl.obolibrary.org/obo/HP_0012098,Edema of the dorsum of feet
HP_0030151,http://purl.obolibrary.org/obo/HP_0030151,Cholangitis
HP_0040187,http://purl.obolibrary.org/obo/HP_0040187,Neonatal sepsis
MONDO_0010817,http://purl.obolibrary.org/obo/MONDO_0010817,autosomal dominant nonsyndromic hearing loss 2A
MONDO_0032843,http://purl.obolibrary.org/obo/MONDO_0032843,oculopharyngeal myopathy with leukoencephalopathy 1
MONDO_0060611,http://purl.obolibrary.org/obo/MONDO_0060611,combined immunodeficiency and megaloblastic anemia with or without hyperhomocysteinemia
MONDO_0002959,http://purl.obolibrary.org/obo/MONDO_0002959,radiculopathy
MONDO_0012183,http://purl.obolibrary.org/obo/MONDO_0012183,"melanoma, cutaneous malignant, susceptibility to, 3"
MONDO_0014278,http://purl.obolibrary.org/obo/MONDO_0014278,immunodeficiency 18
MONDO_0014948,http://purl.obolibrary.org/obo/MONDO_0014948,"short stature, rhizomelic, with microcephaly, micrognathia, and developmental delay"
EFO_0000614,http://www.ebi.ac.uk/efo/EFO_0000614,obsolete_narcolepsy with cataplexy
EFO_0001070,http://www.ebi.ac.uk/efo/EFO_0001070,folate deficiency
MONDO_0010967,http://purl.obolibrary.org/obo/MONDO_0010967,autosomal recessive nonsyndromic hearing loss 7
MONDO_0012561,http://purl.obolibrary.org/obo/MONDO_0012561,congenital anomalies of kidney and urinary tract 1
MONDO_0012991,http://purl.obolibrary.org/obo/MONDO_0012991,Kahrizi syndrome
MONDO_0014528,http://purl.obolibrary.org/obo/MONDO_0014528,chronic atrial and intestinal dysrhythmia
MONDO_0100095,http://purl.obolibrary.org/obo/MONDO_0100095,"neurodegeneration, childhood-onset, stress-induced, with variable ataxia and seizures"
EFO_0000330,http://www.ebi.ac.uk/efo/EFO_0000330,childhood acute myeloid leukemia
HP_0000054,http://purl.obolibrary.org/obo/HP_0000054,Micropenis
HP_0000975,http://purl.obolibrary.org/obo/HP_0000975,Hyperhidrosis
HP_0007141,http://purl.obolibrary.org/obo/HP_0007141,Sensorimotor neuropathy
MONDO_0002172,http://purl.obolibrary.org/obo/MONDO_0002172,otosalpingitis
MONDO_0009815,http://purl.obolibrary.org/obo/MONDO_0009815,autosomal recessive osteopetrosis 1
MONDO_0044206,http://purl.obolibrary.org/obo/MONDO_0044206,"otospondylomegaepiphyseal dysplasia, autosomal recessive"
HP_0000112,http://purl.obolibrary.org/obo/HP_0000112,Nephropathy
HP_0001176,http://purl.obolibrary.org/obo/HP_0001176,Large hands
HP_0005484,http://purl.obolibrary.org/obo/HP_0005484,Secondary microcephaly
HP_0010313,http://purl.obolibrary.org/obo/HP_0010313,Breast hypertrophy
MONDO_0003200,http://purl.obolibrary.org/obo/MONDO_0003200,urethra adenocarcinoma
MONDO_0011688,http://purl.obolibrary.org/obo/MONDO_0011688,muscular dystrophy-dystroglycanopathy type B5
MONDO_0014994,http://purl.obolibrary.org/obo/MONDO_0014994,"global developmental delay, absent or hypoplastic corpus callosum, and dysmorphic facies"
MONDO_0016611,http://purl.obolibrary.org/obo/MONDO_0016611,lipoblastoma
MONDO_0032737,http://purl.obolibrary.org/obo/MONDO_0032737,"spastic paraplegia 80, autosomal dominant"
EFO_0003016,http://www.ebi.ac.uk/efo/EFO_0003016,collecting duct carcinoma
HP_0000577,http://purl.obolibrary.org/obo/HP_0000577,Exotropia
HP_0009720,http://purl.obolibrary.org/obo/HP_0009720,Adenoma sebaceum
MONDO_0015006,http://purl.obolibrary.org/obo/MONDO_0015006,"epidermolysis bullosa simplex 6, generalized, with scarring and hair loss"
MONDO_0021280,http://purl.obolibrary.org/obo/MONDO_0021280,mucoepidermoid carcinoma of parotid gland
MONDO_0032594,http://purl.obolibrary.org/obo/MONDO_0032594,intellectual developmental disorder and retinitis pigmentosa; IDDRP
MONDO_0060641,http://purl.obolibrary.org/obo/MONDO_0060641,neurodevelopmental disorder with or without seizures and gait abnormalities
EFO_0000762,http://www.ebi.ac.uk/efo/EFO_0000762,hepatocellular adenoma
EFO_0001057,http://www.ebi.ac.uk/efo/EFO_0001057,lepromatous leprosy
MONDO_0002621,http://purl.obolibrary.org/obo/MONDO_0002621,extraosseous osteosarcoma
MONDO_0012431,http://purl.obolibrary.org/obo/MONDO_0012431,diaphragmatic hernia 3
MONDO_0014956,http://purl.obolibrary.org/obo/MONDO_0014956,Chitayat syndrome
MONDO_0024519,http://purl.obolibrary.org/obo/MONDO_0024519,renal hypodysplasia/aplasia 1
MONDO_0008343,http://purl.obolibrary.org/obo/MONDO_0008343,pulmonary atresia with ventricular septal defect
MONDO_0010560,http://purl.obolibrary.org/obo/MONDO_0010560,"cleft palate with or without ankyloglossia, X-linked"
MONDO_0012868,http://purl.obolibrary.org/obo/MONDO_0012868,"thrombophilia due to protein S deficiency, autosomal dominant"
EFO_0003094,http://www.ebi.ac.uk/efo/EFO_0003094,ganglioglioma
HP_0030016,http://purl.obolibrary.org/obo/HP_0030016,Dyspareunia
MONDO_0002009,http://purl.obolibrary.org/obo/MONDO_0002009,major depressive disorder
MONDO_0016030,http://purl.obolibrary.org/obo/MONDO_0016030,Evans syndrome
MONDO_0016683,http://purl.obolibrary.org/obo/MONDO_0016683,gliomatosis cerebri
DOID_10718,https://api.disease-ontology.org/v1/terms/DOID_10718,giardiasis
MONDO_0002588,http://purl.obolibrary.org/obo/MONDO_0002588,thymoma type A
MONDO_0009410,http://purl.obolibrary.org/obo/MONDO_0009410,obsolete Addison disease
MONDO_0011450,http://purl.obolibrary.org/obo/MONDO_0011450,"breast-ovarian cancer, familial, susceptibility to, 1"
MONDO_0033656,http://purl.obolibrary.org/obo/MONDO_0033656,"mitochondrial complex 4 deficiency, nuclear type 21"
EFO_0003760,http://www.ebi.ac.uk/efo/EFO_0003760,central nervous system cyst
HP_0001256,http://purl.obolibrary.org/obo/HP_0001256,"Intellectual disability, mild"
MONDO_0012676,http://purl.obolibrary.org/obo/MONDO_0012676,autosomal recessive osteopetrosis 4
MONDO_0020460,http://purl.obolibrary.org/obo/MONDO_0020460,acquired von willebrand syndrome
EFO_0001064,http://www.ebi.ac.uk/efo/EFO_0001064,Down syndrome
MONDO_0004222,http://purl.obolibrary.org/obo/MONDO_0004222,ovarian clear cell cystadenocarcinoma
MONDO_0021553,http://purl.obolibrary.org/obo/MONDO_0021553,transverse myelitis
MONDO_0003448,http://purl.obolibrary.org/obo/MONDO_0003448,benign spiradenoma
MONDO_0014455,http://purl.obolibrary.org/obo/MONDO_0014455,cataract-growth hormone deficiency-sensory neuropathy-sensorineural hearing loss-skeletal dysplasia syndrome
MONDO_0024525,http://purl.obolibrary.org/obo/MONDO_0024525,Fanconi renotubular syndrome 1
EFO_0000504,http://www.ebi.ac.uk/efo/EFO_0000504,gastric intestinal type adenocarcinoma
HP_0002066,http://purl.obolibrary.org/obo/HP_0002066,Gait ataxia
HP_0004804,http://purl.obolibrary.org/obo/HP_0004804,Congenital hemolytic anemia
MONDO_0030038,http://purl.obolibrary.org/obo/MONDO_0030038,"hereditary glaucoma, primary closed-angle"
EFO_0000650,http://www.ebi.ac.uk/efo/EFO_0000650,whooping cough
HP_0000337,http://purl.obolibrary.org/obo/HP_0000337,Broad forehead
HP_0006610,http://purl.obolibrary.org/obo/HP_0006610,Wide intermamillary distance
HP_0012227,http://purl.obolibrary.org/obo/HP_0012227,Urethral stricture
MONDO_0026722,http://purl.obolibrary.org/obo/MONDO_0026722,Mullegama-Klein-Martinez syndrome
MONDO_0044319,http://purl.obolibrary.org/obo/MONDO_0044319,"intellectual developmental disorder with dysmorphic facies, seizures, and distal limb anomalies"
MONDO_0044917,http://purl.obolibrary.org/obo/MONDO_0044917,T-lymphoblastic lymphoma
EFO_0000552,http://www.ebi.ac.uk/efo/EFO_0000552,invasive breast ductal and lobular carcinoma
EFO_0003096,http://www.ebi.ac.uk/efo/EFO_0003096,Pick disease
HP_0000618,http://purl.obolibrary.org/obo/HP_0000618,Blindness
HP_0001643,http://purl.obolibrary.org/obo/HP_0001643,Patent ductus arteriosus
HP_0012228,http://purl.obolibrary.org/obo/HP_0012228,Tension-type headache
MONDO_0011837,http://purl.obolibrary.org/obo/MONDO_0011837,"vitamin K-dependent clotting factors, combined deficiency of, type 2"
MONDO_0017043,http://purl.obolibrary.org/obo/MONDO_0017043,congenital mesoblastic nephroma
MONDO_0030008,http://purl.obolibrary.org/obo/MONDO_0030008,combined oxidative phosphorylation deficiency 42
MONDO_0044660,http://purl.obolibrary.org/obo/MONDO_0044660,menstrual cycle-dependent periodic fever
MONDO_0044714,http://purl.obolibrary.org/obo/MONDO_0044714,mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome
HP_0004605,http://purl.obolibrary.org/obo/HP_0004605,Absent vertebral body mineralization
MONDO_0004187,http://purl.obolibrary.org/obo/MONDO_0004187,nodular fasciitis
MONDO_0007509,http://purl.obolibrary.org/obo/MONDO_0007509,"ectodermal dysplasia 10A, hypohidrotic/hair/nail type, autosomal dominant"
MONDO_0032920,http://purl.obolibrary.org/obo/MONDO_0032920,juvenile arthritis due to defect in LACC1
MONDO_0032938,http://purl.obolibrary.org/obo/MONDO_0032938,"basal ganglia calcification, idiopathic, 8, autosomal recessive"
MONDO_0054833,http://purl.obolibrary.org/obo/MONDO_0054833,"Charcot-Marie-tooth disease, axonal, type 2DD"
HP_0200026,http://purl.obolibrary.org/obo/HP_0200026,Ocular pain
MONDO_0011959,http://purl.obolibrary.org/obo/MONDO_0011959,sweet syndrome
MONDO_0026045,http://purl.obolibrary.org/obo/MONDO_0026045,prurigo nodularis
MONDO_0032943,http://purl.obolibrary.org/obo/MONDO_0032943,neurodevelopmental disorder with relative macrocephaly and with or without cardiac or endocrine anomalies
MONDO_0060533,http://purl.obolibrary.org/obo/MONDO_0060533,"microcephaly, short stature, and limb abnormalities"
HP_0002080,http://purl.obolibrary.org/obo/HP_0002080,Intention tremor
HP_0012205,http://purl.obolibrary.org/obo/HP_0012205,Globozoospermia
MONDO_0007728,http://purl.obolibrary.org/obo/MONDO_0007728,"acne inversa, familial, 1"
MONDO_0014993,http://purl.obolibrary.org/obo/MONDO_0014993,myofibrillar myopathy 8
MONDO_0019740,http://purl.obolibrary.org/obo/MONDO_0019740,acquired thrombotic thrombocytopenic purpura
MONDO_0054733,http://purl.obolibrary.org/obo/MONDO_0054733,spermatogenic failure 29
EFO_0000248,http://www.ebi.ac.uk/efo/EFO_0000248,alveolar rhabdomyosarcoma
EFO_0002617,http://www.ebi.ac.uk/efo/EFO_0002617,metastatic melanoma
HP_0000316,http://purl.obolibrary.org/obo/HP_0000316,Hypertelorism
HP_0001385,http://purl.obolibrary.org/obo/HP_0001385,Hip dysplasia
MONDO_0010432,http://purl.obolibrary.org/obo/MONDO_0010432,"thrombophilia, X-linked, due to factor 9 defect"
MONDO_0020657,http://purl.obolibrary.org/obo/MONDO_0020657,human papillomavirus-related squamous cell carcinoma
MONDO_0030045,http://purl.obolibrary.org/obo/MONDO_0030045,Liberfarb syndrome
EFO_0001072,http://www.ebi.ac.uk/efo/EFO_0001072,memory impairment
MONDO_0014714,http://purl.obolibrary.org/obo/MONDO_0014714,progressive microcephaly-seizures-cortical blindness-developmental delay syndrome
MONDO_0030922,http://purl.obolibrary.org/obo/MONDO_0030922,"intellectual disability, autosomal dominant 56"
EFO_0000658,http://www.ebi.ac.uk/efo/EFO_0000658,plexiform neurofibroma
HP_0000286,http://purl.obolibrary.org/obo/HP_0000286,Epicanthus
HP_0000325,http://purl.obolibrary.org/obo/HP_0000325,Triangular face
HP_0011705,http://purl.obolibrary.org/obo/HP_0011705,First degree atrioventricular block
MONDO_0014968,http://purl.obolibrary.org/obo/MONDO_0014968,"encephalopathy, progressive, with amyotrophy and optic atrophy"
MONDO_0032591,http://purl.obolibrary.org/obo/MONDO_0032591,"hyperparathyroidism, transient neonatal"
HP_0000360,http://purl.obolibrary.org/obo/HP_0000360,Tinnitus
MONDO_0013500,http://purl.obolibrary.org/obo/MONDO_0013500,immunodeficiency 51
MONDO_0032892,http://purl.obolibrary.org/obo/MONDO_0032892,structural brain anomalies with impaired intellectual development and craniosynostosis
HP_0003274,http://purl.obolibrary.org/obo/HP_0003274,Hypoplastic acetabulae
HP_0007754,http://purl.obolibrary.org/obo/HP_0007754,Macular dystrophy
HP_0012424,http://purl.obolibrary.org/obo/HP_0012424,Chorioretinitis
HP_0012735,http://purl.obolibrary.org/obo/HP_0012735,Cough
MONDO_0014853,http://purl.obolibrary.org/obo/MONDO_0014853,autosomal dominant nonsyndromic hearing loss 70
MONDO_0019479,http://purl.obolibrary.org/obo/MONDO_0019479,histiocytic sarcoma
HP_0002045,http://purl.obolibrary.org/obo/HP_0002045,Hypothermia
HP_0002196,http://purl.obolibrary.org/obo/HP_0002196,Myelopathy
MONDO_0009930,http://purl.obolibrary.org/obo/MONDO_0009930,obsolete pulmonary arteriovenous malformation
MONDO_0016222,http://purl.obolibrary.org/obo/MONDO_0016222,spindle cell hemangioma
MONDO_0023619,http://purl.obolibrary.org/obo/MONDO_0023619,lentigo maligna melanoma
EFO_0003757,http://www.ebi.ac.uk/efo/EFO_0003757,Asperger syndrome
MONDO_0009436,http://purl.obolibrary.org/obo/MONDO_0009436,congenital hypothalamic hamartoma syndrome
MONDO_0030064,http://purl.obolibrary.org/obo/MONDO_0030064,"episodic ataxia, type 9"
MONDO_0032914,http://purl.obolibrary.org/obo/MONDO_0032914,"ciliary dyskinesia, primary, 44"
MONDO_0054700,http://purl.obolibrary.org/obo/MONDO_0054700,proteasome-associated autoinflammatory syndrome 2
MONDO_0054764,http://purl.obolibrary.org/obo/MONDO_0054764,neurodegeneration with brain iron accumulation 8
MONDO_0060622,http://purl.obolibrary.org/obo/MONDO_0060622,neurodevelopmental disorder with severe motor impairment and absent language
HP_0001182,http://purl.obolibrary.org/obo/HP_0001182,Tapered finger
HP_0001742,http://purl.obolibrary.org/obo/HP_0001742,Nasal congestion
MONDO_0008210,http://purl.obolibrary.org/obo/MONDO_0008210,patterned macular dystrophy 1
MONDO_0009063,http://purl.obolibrary.org/obo/MONDO_0009063,ventriculomegaly-cystic kidney disease
MONDO_0011024,http://purl.obolibrary.org/obo/MONDO_0011024,"dermatitis herpetiformis, familial"
MONDO_0013081,http://purl.obolibrary.org/obo/MONDO_0013081,lymphoproliferative syndrome 1
MONDO_0013536,http://purl.obolibrary.org/obo/MONDO_0013536,heme oxygenase 1 deficiency
EFO_0002546,http://www.ebi.ac.uk/efo/EFO_0002546,abnormal glucose tolerance
HP_0001075,http://purl.obolibrary.org/obo/HP_0001075,Atrophic scars
MONDO_0014953,http://purl.obolibrary.org/obo/MONDO_0014953,gnb5-related intellectual disability-cardiac arrhythmia syndrome
MONDO_0032923,http://purl.obolibrary.org/obo/MONDO_0032923,"spinocerebellar ataxia, autosomal recessive 28"
MONDO_0060713,http://purl.obolibrary.org/obo/MONDO_0060713,"deafness, congenital heart defects, and posterior embryotoxon"
HP_0001558,http://purl.obolibrary.org/obo/HP_0001558,Decreased fetal movement
MONDO_0013809,http://purl.obolibrary.org/obo/MONDO_0013809,"obsolete cerebellar ataxia, neuropathy, and vestibular areflexia syndrome"
MONDO_0029137,http://purl.obolibrary.org/obo/MONDO_0029137,"hearing loss, autosomal dominant 74"
HP_0001651,http://purl.obolibrary.org/obo/HP_0001651,Dextrocardia
MONDO_0000489,http://purl.obolibrary.org/obo/MONDO_0000489,diabetic encephalopathy
MONDO_0014806,http://purl.obolibrary.org/obo/MONDO_0014806,spinal muscular atrophy with congenital bone fractures 1
MONDO_0060627,http://purl.obolibrary.org/obo/MONDO_0060627,glycosylphosphatidylinositol biosynthesis defect 15
EFO_0000500,http://www.ebi.ac.uk/efo/EFO_0000500,ganglioneuroma
HP_0001822,http://purl.obolibrary.org/obo/HP_0001822,Hallux valgus
MONDO_0003789,http://purl.obolibrary.org/obo/MONDO_0003789,hereditary papillary renal cell carcinoma
MONDO_0009578,http://purl.obolibrary.org/obo/MONDO_0009578,neurocutaneous melanocytosis
MONDO_0060711,http://purl.obolibrary.org/obo/MONDO_0060711,Jaberi-Elahi syndrome
MONDO_0060724,http://purl.obolibrary.org/obo/MONDO_0060724,glycosylphosphatidylinositol biosynthesis defect 17
EFO_0003780,http://www.ebi.ac.uk/efo/EFO_0003780,Behcet's syndrome
HP_0000494,http://purl.obolibrary.org/obo/HP_0000494,Downslanted palpebral fissures
MONDO_0013474,http://purl.obolibrary.org/obo/MONDO_0013474,hypertrophic cardiomyopathy 17
MONDO_0022113,http://purl.obolibrary.org/obo/MONDO_0022113,central centrifugal cicatricial alopecia
HP_0000138,http://purl.obolibrary.org/obo/HP_0000138,Ovarian cyst
HP_0002907,http://purl.obolibrary.org/obo/HP_0002907,Microscopic hematuria
HP_0003146,http://purl.obolibrary.org/obo/HP_0003146,Hypocholesterolemia
MONDO_0004483,http://purl.obolibrary.org/obo/MONDO_0004483,thyroid gland oncocytic adenoma
MONDO_0009776,http://purl.obolibrary.org/obo/MONDO_0009776,spermatogenic failure 1
MONDO_0030029,http://purl.obolibrary.org/obo/MONDO_0030029,"skeletal dysplasia, mild, with joint laxity and advanced bone age"
MONDO_0030051,http://purl.obolibrary.org/obo/MONDO_0030051,"intellectual developmental disorder with autistic features and language delay, with or without seizures"
MONDO_0032927,http://purl.obolibrary.org/obo/MONDO_0032927,triokinase and FMN cyclase deficiency syndrome
MONDO_0033558,http://purl.obolibrary.org/obo/MONDO_0033558,"autoinflammation, immune dysregulation, and eosinophilia"
HP_0000343,http://purl.obolibrary.org/obo/HP_0000343,Long philtrum
MONDO_0014689,http://purl.obolibrary.org/obo/MONDO_0014689,Klippel-Feil anomaly-myopathy-facial dysmorphism syndrome
MONDO_0032687,http://purl.obolibrary.org/obo/MONDO_0032687,"intellectual developmental disorder with abnormal behavior, microcephaly, and short stature"
